source_platform,keyword,product_title,product_url,offer_id,price,min_order_quantity,sales_text,shop_name,shop_url,location,image_url,capture_status,capture_note
"1688","商用娃娃机","抓娃娃机大型商用新款电玩城扫码夹公仔机零食机投币夹子机娃娃机","https://s.1688.com/selloffer/similar_search.html?offerIds=821191066610&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01yg9xO62IXATVDzB6A_%21%212215098159295-0-cib.jpg&scene=similar_search&postCatPaths=1045018","821191066610","¥1988","","80+件","广州百惠动漫科技有限公司","http://shop8507t960q3293.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01yg9xO62IXATVDzB6A_!!2215098159295-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","32MM小型商用扭蛋机桌面玩具机圆形糖果机抽奖互动投币机送100扭","https://s.1688.com/selloffer/similar_search.html?offerIds=822170641806&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN016FCLsd1MonvsfGWQ9_%21%212225191482-0-cib.jpg&scene=similar_search&postCatPaths=1033778","822170641806","¥180","","300+件","上海来凤实业有限公司","http://gumball.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN016FCLsd1MonvsfGWQ9_!!2225191482-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","抓娃娃机厂家商场大型商用夹投币公仔游戏机韩国日本儿童游艺设备","https://s.1688.com/selloffer/similar_search.html?offerIds=807170009165&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01VmoGu01N30DFyi7Rs_%21%212200699711513-0-cib.jpg&scene=similar_search&postCatPaths=1045018","807170009165","¥430","","","广州五花海科技有限公司","http://wuhuahai.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01VmoGu01N30DFyi7Rs_!!2200699711513-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","娃娃机夹公仔机抓零食盲盒机扫码投币纸钞刷卡商用游戏币电玩设备","","1062341664386","¥888","","","广州市调皮狗电子科技有限公司","http://shop1471067108438.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01ddWcGI29hrChOnW3o_!!2882938100-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","抓娃娃机厂家全透明夹娃娃机无人自助扫码投币娃娃机夹公仔机厂家","https://s.1688.com/selloffer/similar_search.html?offerIds=799410711218&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN015LGPQb1N30C3BlwCn_%21%212200699711513-0-cib.jpg&scene=similar_search&postCatPaths=1045018","799410711218","¥788","","","广州五花海科技有限公司","http://wuhuahai.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN015LGPQb1N30C3BlwCn_!!2200699711513-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","全透明抓娃娃机大型商用夹公仔机商场电玩城扫码投币礼品机剪刀机","","1028810477010","¥180","","","广州祺龙电子科技有限公司","http://shop9k909c29411q3.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01uy3Dpw1SDbcTrstA1_!!2213528072213-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","透明抓娃娃机可投币钓吊公仔电玩城抓娃娃商用娱乐设备迷你娃娃机","https://s.1688.com/selloffer/similar_search.html?offerIds=756701014556&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01mB8dM91GNQk5uRYvP_%21%212216813070610-0-cib.jpg&scene=similar_search&postCatPaths=1045018","756701014556","¥1780","","","广州宝宇皎阳动漫科技有限公司","http://shop88491l0l81808.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01mB8dM91GNQk5uRYvP_!!2216813070610-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","65mm扭蛋二次元玩具批发扭蛋机礼品机娃娃机商用大扭蛋球形扭蛋","https://s.1688.com/selloffer/similar_search.html?offerIds=995856200009&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01YH5RxR1jS7cVmnhKC_%21%212215091774546-0-cib.jpg&scene=similar_search&postCatPaths=201519901","995856200009","¥0.9","","4.6万+件","广州迈奇扭蛋玩具礼品有限公司","http://shop362344490a2a3.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01YH5RxR1jS7cVmnhKC_!!2215091774546-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用娃娃机","抓娃娃机商场大型商用娃娃机豪华动漫扫码投币夹公仔游戏机厂家","","1054599857946","¥10","","30+件","广州威鼎动漫科技有限公司","http://wdkj13650929498.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01NHi0pp1ImHSr6Y4km_!!2217607270935-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","源头出口可乐饮料机全自动投币自贩机电玩城商用出票礼品机","https://s.1688.com/selloffer/similar_search.html?offerIds=837654969690&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN0121gy8n1RszfA8mTG2_%21%212216804442168-0-cib.jpg&scene=similar_search&postCatPaths=1045018","837654969690","¥888","","","广州南玥电子科技有限公司","http://eparkgamemachine.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN0121gy8n1RszfA8mTG2_!!2216804442168-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","32寸自助取票一体机终端 在线下单机 门票/电影票出票机 游戏互动","https://s.1688.com/selloffer/similar_search.html?offerIds=648503172057&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01W3ufuX1u7T7fdb0Al_%21%21956775990-0-cib.jpg&scene=similar_search&postCatPaths=10261","648503172057","¥8880","","","深圳市万马电子科技有限公司","http://wanmaytj.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01W3ufuX1u7T7fdb0Al_!!956775990-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","弹珠部落数码管弹珠机儿童投币手动拉杆机台式打弹珠出卡片游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=1062708653658&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01kfys4Ls49iJ1chua_%21%212222425988655-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1062708653658","¥3100","","","广州市番禺区泽胜游艺设备厂","http://shop59294q6d941x4.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01kfys4Ls49iJ1chua_!!2222425988655-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","游戏机管理系统刷卡终端货币机会员卡充值收银系统电玩设备读卡器","https://s.1688.com/selloffer/similar_search.html?offerIds=1064858978574&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01ka3xYO2DaIrVxFMqt_%21%213907498625-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1064858978574","¥330","","","广州市冉悦电子科技有限公司","http://shop23a28630947f2.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01ka3xYO2DaIrVxFMqt_!!3907498625-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","小程序数码彩票机电玩设备自助投币游戏机马戏团商用二维码出票机","https://s.1688.com/selloffer/similar_search.html?offerIds=597896650438&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01LIAnkf2DaIrfmKFQD_%21%213907498625-0-cib.jpg&scene=similar_search&postCatPaths=1045018","597896650438","¥310","","80+件","广州市冉悦电子科技有限公司","http://shop23a28630947f2.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01LIAnkf2DaIrfmKFQD_!!3907498625-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","灵珠彩票出票机游艺机电玩城游艺设备打包批量发货AR体感游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=1059551588833&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01bSpp5R1chy3N8EZ7O_%21%216000000003633-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1059551588833","¥3888","","","广州市宝丽电子有限公司","http://baoligame.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01bSpp5R1chy3N8EZ7O_!!6000000003633-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","体育类街机游戏机 商用空气曲棍球桌 投币双人竞技游戏桌","https://s.1688.com/selloffer/similar_search.html?offerIds=1059684595987&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01Fi837B2M45tqztstQ_%21%213174689773-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1059684595987","¥1000","","","广州呢呢熊动漫科技有限公司","http://shop1490720662675.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01Fi837B2M45tqztstQ_!!3174689773-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","环游赛车电玩城娱乐设备游戏厅文审机台彩票机游艺机大型商业用","","1017717870372","¥620","","","广州年宇动漫科技有限公司","http://shop8656n6ls45411.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01X0LPI11qkAYKcsXYo_!!2221546465533-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","商用儿童成人游乐场电玩城游戏厅抓娃娃机大型设备投币游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=975004271172&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01PSeNDu1GNQgpmpiT0_%21%212216813070610-0-cib.jpg&scene=similar_search&postCatPaths=1045018","975004271172","¥3680","","","广州宝宇皎阳动漫科技有限公司","http://shop88491l0l81808.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01PSeNDu1GNQgpmpiT0_!!2216813070610-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","魔法奇缘彩票出票机投币游戏机电玩城通用机型批量打包低价出货","https://s.1688.com/selloffer/similar_search.html?offerIds=1056029773885&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN018yqkItv7GWB1Veq0_%21%212222172240274-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1056029773885","¥3888","","","广州市宝丽电子有限公司","http://baoligame.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN018yqkItv7GWB1Veq0_!!2222172240274-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","新款商用弹珠机投币售珠机出珠出卡片弹珠乐园商用礼品机厂家直销","https://s.1688.com/selloffer/similar_search.html?offerIds=1068458241452&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01aZQCSj2JiuLv2raZq_%21%212217270369456-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1068458241452","¥188","","","聚慧谷(广州)智能科技有限公司","http://shop4090254675e19.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01aZQCSj2JiuLv2raZq_!!2217270369456-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","出票机二手电玩城整场设备动漫城开店全套游艺机电玩城钓鱼游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=1056798093851&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01oLkr1D1Saxq02E6nx_%21%216000000002264-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1056798093851","¥2888","","","广州市宝丽电子有限公司","http://baoligame.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01oLkr1D1Saxq02E6nx_!!6000000002264-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","游艺机出票机","新款幸运凤凰26寸打鱼退礼品扫码棋牌室台球厅自助游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=963307426710&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01YK9ZxU1zO1uWiQ2Kw_%21%212219783796703-0-cib.jpg&scene=similar_search&postCatPaths=1045018","963307426710","¥2500","","","广州彬皓科技有限公司","http://shop64y0z03p67982.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01YK9ZxU1zO1uWiQ2Kw_!!2219783796703-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","动漫城超级魔术师马戏团推币游戏机彩票机电玩城商用大型娱乐设备","https://s.1688.com/selloffer/similar_search.html?offerIds=899444506492&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01zNewdE1ImHMYDFyIR_%21%212217607270935-0-cib.jpg&scene=similar_search&postCatPaths=1045018","899444506492","¥300","","10+件","广州威鼎动漫科技有限公司","http://wdkj13650929498.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01uA3fG81ImHMZpquUx_!!2217607270935-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","商用投币式推币游戏机 电玩城游乐场雪崩主题游艺机 大型娱乐游乐","https://s.1688.com/selloffer/similar_search.html?offerIds=987907568118&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01RKGiZa2M45qfHYAH3_%21%213174689773-0-cib.jpg&scene=similar_search&postCatPaths=1045018","987907568118","¥1000","","","广州呢呢熊动漫科技有限公司","http://shop1490720662675.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01RKGiZa2M45qfHYAH3_!!3174689773-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","商用大型推币游戏机 动漫主题电玩城游乐设备 成人娱乐投币游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=987288892285&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01niDcmm2M45qdvTKxh_%21%213174689773-0-cib.jpg&scene=similar_search&postCatPaths=1045018","987288892285","¥1000","","","广州呢呢熊动漫科技有限公司","http://shop1490720662675.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01niDcmm2M45qdvTKxh_!!3174689773-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","大魔术师游戏厅叠币大型电玩城推币娱乐机设备投币商用游戏机厂家","https://s.1688.com/selloffer/similar_search.html?offerIds=1051596641659&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01HjWctc1x4g066cD6X_%21%212222225006390-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1051596641659","¥100","","10+件","广州乐跃星游乐设备有限公司","http://shop47077t9166y86.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01QQ0jzZ1x4g06K55sT_!!2222225006390-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","电玩城游乐设备大魔术师金推币商用娱乐礼品机游戏机","https://s.1688.com/selloffer/similar_search.html?offerIds=1016658227165&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01PngviC2IXAYJOw7Kg_%21%212215098159295-0-cib.jpg&scene=similar_search&postCatPaths=1045018","1016658227165","¥24800","","","广州百惠动漫科技有限公司","http://shop8507t960q3293.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01PngviC2IXAYJOw7Kg_!!2215098159295-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","动漫城超级魔术师马戏团推币游戏机电玩城商用大型娱乐设备厂家","https://s.1688.com/selloffer/similar_search.html?offerIds=757070533194&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01KijfnU1V83S7Ho9DR_%21%212215928282607-0-cib.jpg&scene=similar_search&postCatPaths=1045018","757070533194","¥500","","40+件","广州晶奇游乐科技有限公司","http://shop5dv5975076831.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01yCdDCI1V83fZxxGnH_!!2215928282607-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","商用智能小型吧台迷你兑币机壁挂台式两用快速出币电玩城适用","","1019208967448","¥1880","","","广州宝宇皎阳动漫科技有限公司","http://shop88491l0l81808.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01rcFPc91GNQirdW9FZ_!!2216813070610-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","成人娱乐设备投币扫码推币出彩票自助电玩游戏机商用超级大魔术师","https://s.1688.com/selloffer/similar_search.html?offerIds=927515066772&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01zk3AWz1egFiKI3Otw_%21%212219763383900-0-cib.jpg&scene=similar_search&postCatPaths=1045018","927515066772","¥520","","","广州趣享动漫有限公司","http://shop5810q4o561734.1688.com","","https://cbu01.alicdn.com/img/ibank/O1CN01zk3AWz1egFiKI3Otw_!!2219763383900-0-cib.jpg_460x460q100.jpg_.webp","success",""
"1688","商用推币机","纪念币机冰箱贴机器一体机商场景区纪念章UV彩印无人自助售卖机","https://s.1688.com/selloffer/similar_search.html?offerIds=944766520526&imageAddress=https%3A%2F%2Fcbu01.alicdn.com%2Fimg%2Fibank%2FO1CN01UmthGB1Rgd6LXtr4U_%21%212217632602141-0-cib.jpg&scene=similar_search&postCatPaths=1045018","944766520526","¥500","","","广州联成信息科技服务有限公司","http://shop18516u289tt28.1688.com?tracelog=p4p","","https://cbu01.alicdn.com/img/ibank/O1CN01UmthGB1Rgd6LXtr4U_!!2217632602141-0-cib.jpg_460x460q100.jpg_.webp","success",""
